Obs_num,Long,Lat,Country,start_date,end_date,land_cover,land_use,textures,textures_gen,texture_class,soil_other,Annual_precipitation,Precip_intensity,Slope_gradient,method,process,scale,study_area_ha,obs_count,Rslt_Mean,Rslt_Med,Rslt_Net,Rslt_Vol,Rslt_Vis,Source_ref,Collector_Ref,Link
471,-0.807379165,54.41205735,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Stagnogley-podzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
472,-2.421137406,54.01277438,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnogley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,70,67.9,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
473,-2.422505178,54.14758366,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.3,0.126,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
474,-2.189993202,53.51902136,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,NA,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
475,-2.192866041,54.14817095,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,3726.8,596.288,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
476,-2.19341173,54.2650057,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,17.7,2.832,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
477,-1.963688603,53.60905038,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Ironpan stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
478,-1.963339905,54.01350738,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
479,-3.959991533,52.64900105,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Humic rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
480,-3.966044258,52.78376577,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Humic rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
481,-3.978295433,53.0532845,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,461.5,198.445,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
482,-3.743755746,52.78724215,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Typical brown podzolic soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
483,-3.74916806,52.92202022,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Humic rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
484,-3.515185142,52.61057298,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,289,219.64,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
485,-3.311252864,53.19735339,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
486,-1.96380296,53.47422528,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Humo-ferric podzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,123.1,72.629,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
487,-1.737814705,53.47394366,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,598.4,95.744,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
488,-3.707047086,51.84369853,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-amorphous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,213.9,42.78,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
489,-3.722531451,52.24809517,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Raw oligo-amorphous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
490,-3.053978694,51.85136517,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
491,-3.057142007,51.98620453,United Kingdom,NA,1997,Upland,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,2.4,2.76,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
492,-2.529258373,55.30644451,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Humo-ferric podzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
493,-2.450498408,55.30676052,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,83.8,13.408,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
494,-2.451008599,55.35168745,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Ironpan stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
495,-2.292974442,55.30724019,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Ferric stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
496,-2.215431576,55.53204058,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Typical brown podzolic soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,44.9,43.104,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
497,-2.21567777,55.57696692,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Typical brown podzolic soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
498,-2.135446759,55.30751675,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnogley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,1111.3,477.859,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
499,-2.135908875,55.44230034,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Ferric stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,129.9,68.847,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
500,-2.056811237,55.39743513,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Humic brown podzolic soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
501,-2.136374906,55.57708095,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Typical brown earths,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.5,0.45,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
502,-1.899038782,55.35247897,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Humo-ferric podzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
503,-1.819572781,55.48717089,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.2,0.152,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
504,-1.819367481,55.53209766,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Cambic stagnohumic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,323.9,136.038,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
505,-3.287776378,54.40208705,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
506,-3.290599647,54.49193407,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Humic rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
507,-3.292017118,54.53685704,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Humus podzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,15.2,5.32,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
508,-3.370775325,54.58092819,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Ironpan stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.6,0.258,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
509,-3.211833999,54.43882386,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,NA,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
510,-3.133767815,54.40363152,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Humic rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
511,-3.1362537,54.49348363,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Brown rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
512,-3.216097748,54.58258169,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
513,-3.141266739,54.6731836,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Humic rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
514,-2.982972671,54.53976393,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,24.8,3.968,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
515,-3.062575208,54.62896352,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Brown rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
516,-2.984054289,54.58469134,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
517,-3.063748241,54.67388914,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
518,-3.06492452,54.71881441,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Typical brown podzolic soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
519,-2.904709632,54.49543855,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Ironpan stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,12579.4,5409.142,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
520,-2.905703535,54.5403673,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Podzolic rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
521,-2.827522501,54.49599166,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Ferric stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
522,-2.828431657,54.54092132,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,580.3,92.848,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
523,-2.906700181,54.5852957,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Ironpan stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
524,-2.829343322,54.58585064,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Humic rankers,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0,0,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
525,-2.749510738,54.45156465,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,0.9,0.144,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
526,-2.672403373,54.45201847,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,4.2,0.672,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
527,-2.75033287,54.49649549,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Typical humic gley soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,1.4,1.092,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
528,-2.517615848,54.40784532,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Ironpan stagnopodzols,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,20.7,8.901,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
529,-2.522195514,54.76730126,United Kingdom,NA,1999,Upland,NA,NA,NA,SSEW,Raw oligo-fibrous peat soils,NA,NA,NA,Volumetric - transects,NA,NA,0.7854,1,NA,NA,NA,13.3,2.128,McHugh et al. (2014) pers. comms. and SSLRC (2000) MAFF SP0403 Research on the quantification and causes of upland erosion. Cranfield University,"Benaud, P.",http://randd.defra.gov.uk/Default.aspx?Menu=MenuandModule=MoreandLocation=NoneandCompleted=0andProjectID=6503
